title,link,description,published,city,state_name_x,county_name,lat,lng,roberta_title,roberta_description,roberta_title_label,roberta_title_score,roberta_desc_label,roberta_desc_score,city_ascii,state_id,state_name_y,county_fips,population,density,military,incorporated,timezone,zips
Albert Einstein's 'God letter' sells for $2.9m,https://www.bbc.co.uk/news/world-us-canada-46438116,The 1954 letter about religion smashed its predicted price at an auction in New York.,"Tue, 04 Dec 2018 21:01:42 GMT",New York,New York,Queens,40.6943,-73.9249,"('neutral', 0.8603582382202148)","('neutral', 0.7612844705581665)",neutral,0.8603582382202148,neutral,0.7612844705581665,New York,NY,New York,36081,18972871,10768.2,False,True,America/New_York,11229 11226 11225 11224 11223 11221 11220 11385 10169 10168 10167 10165 10162 10282 10280 10040 10044 11109 11102 11103 11106 11104 11379 11378 11377 11697 11694 11692 11693 11691 10271 10279 10278 10075 10303 10302 10301 11249 10452 11451 10475 10474 10471 10470 10473 10472 11228 11222 10103 11368 11369 11366 11367 11364 11365 11362 11363 11360 11361 10028 10029 10026 10027 10024 10025 10022 10023 10020 10021 11212 11213 11210 11211 11216 11217 11214 11215 11218 11219 10152 10153 10154 10307 10306 10305 11429 10310 10311 10312 10314 11439 11432 11433 11430 11436 11434 11435 10453 10451 10457 10456 10455 10454 10459 10458 10128 10004 10005 10006 10007 10001 10002 10003 10009 11238 11239 11230 11231 11232 11233 11234 11235 11236 11237 11375 11374 11371 11370 11373 11372 10170 10171 10172 10173 10174 10177 10039 10038 10035 10034 10037 10036 10031 10030 10033 10032 11208 11201 11203 11205 11204 11207 11206 11209 11411 11412 11413 11414 11415 11416 11417 11418 11419 11101 11105 11001 11005 11004 10065 10069 10199 10309 10308 10304 11428 11421 11420 11423 11422 11424 11427 11426 10466 10467 10464 10465 10462 10463 10460 10461 10468 10469 10119 10115 10112 10110 10111 11359 11358 11357 11356 11355 11354 10019 10018 10013 10012 10011 10010 10017 10016 10014 10008 10041 10043 10055 10060 10080 10081 10087 10090 10101 10102 10104 10105 10106 10107 10108 10109 10113 10114 10116 10117 10118 10120 10121 10122 10123 10124 10125 10126 10129 10130 10131 10132 10133 10138 10150 10151 10155 10156 10157 10158 10159 10160 10163 10164 10166 10175 10176 10178 10179 10185 10203 10211 10212 10213 10242 10249 10256 10258 10259 10260 10261 10265 10268 10269 10270 10272 10273 10274 10275 10276 10277 10281 10285 10286 10313 11120 11202 11241 11242 11243 11245 11247 11251 11252 11256 11351 11352 11380 11381 11386 11405 11425 11431 11437 11499 11690 11695
Snake eats crocodile after battle,http://www.bbc.co.uk/news/world-asia-26413101#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"A snake wins a lengthy battle with a crocodile in northern Queensland, wrestling it, constricting it and then finally eating it.","Mon, 03 Mar 2014 08:34:05 GMT",Queensland,Maryland,Prince George's,38.8019,-76.7855,"('neutral', 0.58242267370224)","('neutral', 0.8010618090629578)",neutral,0.58242267370224,neutral,0.8010618090629578,Queensland,MD,Maryland,24033,1950,146.3,False,False,America/New_York,20772
VIDEO: Little devils face the public,http://www.bbc.co.uk/go/rss/int/news/-/news/world-asia-pacific-14574296,Five baby Tasmanian devils have faced the public at Australia Zoo in Queensland.,"Thu, 18 Aug 2011 12:09:48 GMT",Queensland,Maryland,Prince George's,38.8019,-76.7855,"('neutral', 0.5247060060501099)","('neutral', 0.8704516887664795)",neutral,0.5247060060501099,neutral,0.8704516887664795,Queensland,MD,Maryland,24033,1950,146.3,False,False,America/New_York,20772
VIDEO: Crocs to be artificially inseminated,http://www.bbc.co.uk/news/science-environment-19720635#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Crocodiles are being artificially inseminated in the Australian state of Queensland for the first time ever.,"Tue, 25 Sep 2012 17:04:02 GMT",Queensland,Maryland,Prince George's,38.8019,-76.7855,"('neutral', 0.6902037858963013)","('negative', 0.8183740377426147)",neutral,0.6902037858963013,negative,0.8183740377426147,Queensland,MD,Maryland,24033,1950,146.3,False,False,America/New_York,20772
Flood victims?,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-12190895,Will the Queensland flood waters' toxic cargo damage life on the Great Barrier Reef?,"Fri, 14 Jan 2011 12:36:25 GMT",Queensland,Maryland,Prince George's,38.8019,-76.7855,"('neutral', 0.8023157715797424)","('negative', 0.6658068299293518)",neutral,0.8023157715797424,negative,0.6658068299293518,Queensland,MD,Maryland,24033,1950,146.3,False,False,America/New_York,20772
Sharks swarm off Australian coast,http://www.bbc.co.uk/go/rss/int/news/-/news/world-asia-pacific-11174456,Hundreds of sharks have been spotted off the Queensland coast.,"Fri, 03 Sep 2010 08:07:49 GMT",Queensland,Maryland,Prince George's,38.8019,-76.7855,"('neutral', 0.7283322215080261)","('neutral', 0.7277994751930237)",neutral,0.7283322215080261,neutral,0.7277994751930237,Queensland,MD,Maryland,24033,1950,146.3,False,False,America/New_York,20772
Cyclone unleashed on Queensland,http://www.bbc.co.uk/go/rss/int/news/-/news/world-asia-pacific-12342031,Powerful winds and driving rains pound the northern coast of Queensland as Cyclone Yasi makes landfall in the Australian state.,"Wed, 02 Feb 2011 20:09:36 GMT",Queensland,Maryland,Prince George's,38.8019,-76.7855,"('negative', 0.581653356552124)","('negative', 0.5338440537452698)",negative,0.581653356552124,negative,0.5338440537452698,Queensland,MD,Maryland,24033,1950,146.3,False,False,America/New_York,20772
Queensland's soggy soils revealed,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-12206639,The extent to which Queensland's soils became saturated with water as the Australian state was deluged with rain is evident in some novel satellite imagery.,"Mon, 17 Jan 2011 18:27:55 GMT",Queensland,Maryland,Prince George's,38.8019,-76.7855,"('negative', 0.49603280425071716)","('neutral', 0.8544131517410278)",negative,0.4960328042507171,neutral,0.8544131517410278,Queensland,MD,Maryland,24033,1950,146.3,False,False,America/New_York,20772
Arctic rowers complete pole bid,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-scotland-south-scotland-14665937,A rowing expedition reaches the 1996 location of the magnetic North Pole in a bid to highlight the effect of climate change in the region.,"Fri, 26 Aug 2011 09:11:38 GMT",North Pole,Alaska,Fairbanks North Star,64.7529,-147.3599,"('neutral', 0.8991308808326721)","('neutral', 0.9321265816688538)",neutral,0.8991308808326721,neutral,0.9321265816688538,North Pole,AK,Alaska,2090,2825,280.6,False,True,America/Anchorage,99705
VIDEO: Doomed North Pole balloon mission,http://www.bbc.co.uk/go/rss/int/news/-/news/magazine-17052511,In 1897 an Arctic explorer named SA Andree tried to fly to the north pole in a hydrogen balloon. The book Ice Balloon recounts his doomed expedition.,"Thu, 16 Feb 2012 04:07:49 GMT",North Pole,Alaska,Fairbanks North Star,64.7529,-147.3599,"('neutral', 0.8965771198272705)","('neutral', 0.6097400188446045)",neutral,0.8965771198272705,neutral,0.6097400188446045,North Pole,AK,Alaska,2090,2825,280.6,False,True,America/Anchorage,99705
VIDEO: Polar explorer marries at North Pole,http://www.bbc.co.uk/news/world-17720944#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Norwegian polar explorer Borge Ousland has married at the Geographic North Pole, in temperatures of -23C.","Sun, 15 Apr 2012 13:16:48 GMT",North Pole,Alaska,Fairbanks North Star,64.7529,-147.3599,"('neutral', 0.821836531162262)","('neutral', 0.9407826662063599)",neutral,0.821836531162262,neutral,0.94078266620636,North Pole,AK,Alaska,2090,2825,280.6,False,True,America/Anchorage,99705
Mike Horn and Boerge Ousland: North Pole explorers complete epic trek,https://www.bbc.co.uk/news/world-europe-50705506,The Norwegian-South African duo met up with a rescue team as they were dangerously low on food.,"Sun, 08 Dec 2019 13:57:32 GMT",North Pole,Alaska,Fairbanks North Star,64.7529,-147.3599,"('neutral', 0.5386340618133545)","('neutral', 0.6924055218696594)",neutral,0.5386340618133545,neutral,0.6924055218696594,North Pole,AK,Alaska,2090,2825,280.6,False,True,America/Anchorage,99705
Farmland butterflies bounce back,http://www.bbc.co.uk/nature/26242496,"The UK's farmland butterflies have flourished thanks to last year's hot summer, according to the charity Butterfly Conservation.","Wed, 19 Feb 2014 01:37:03 GMT",Farmland,Indiana,Randolph,40.1895,-85.1273,"('positive', 0.6804692149162292)","('positive', 0.9477119445800781)",positive,0.6804692149162292,positive,0.947711944580078,Farmland,IN,Indiana,18135,1347,906.9,False,True,America/Indiana/Indianapolis,47340
Farmland birds show rapid decline,http://www.bbc.co.uk/news/science-environment-29728558#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Farmland birds are at their lowest levels since records began, according to government figures.","Thu, 23 Oct 2014 14:39:14 GMT",Farmland,Indiana,Randolph,40.1895,-85.1273,"('negative', 0.637130081653595)","('negative', 0.7892306447029114)",negative,0.637130081653595,negative,0.7892306447029114,Farmland,IN,Indiana,18135,1347,906.9,False,True,America/Indiana/Indianapolis,47340
VIDEO: Farmland birds show rapid decline,http://www.bbc.co.uk/news/science-environment-29745931#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Farmland birds are at their lowest levels since records began, according to government figures.","Thu, 23 Oct 2014 18:57:19 GMT",Farmland,Indiana,Randolph,40.1895,-85.1273,"('negative', 0.6517814993858337)","('negative', 0.7892306447029114)",negative,0.6517814993858337,negative,0.7892306447029114,Farmland,IN,Indiana,18135,1347,906.9,False,True,America/Indiana/Indianapolis,47340
Farmland bird count comes to an end,http://www.bbc.co.uk/news/science-environment-31421203#sa-ns_mchannel=rssns_source=PublicRSS20-sa,A major count of farmland birds has concluded with sightings of several rare species.,"Thu, 12 Feb 2015 11:32:52 GMT",Farmland,Indiana,Randolph,40.1895,-85.1273,"('neutral', 0.7103492021560669)","('neutral', 0.6150972843170166)",neutral,0.7103492021560669,neutral,0.6150972843170166,Farmland,IN,Indiana,18135,1347,906.9,False,True,America/Indiana/Indianapolis,47340
Chicago goes to war with Asian carp,http://www.bbc.co.uk/news/science-environment-26017956#sa-ns_mchannel=rssns_source=PublicRSS20-sa,The city of Chicago is considering drastic measures that could cost up to $18bn (£11bn) to prevent Asian carp infesting North America's Great Lakes.,"Tue, 18 Feb 2014 00:51:18 GMT",Chicago,Illinois,Cook,41.8375,-87.6866,"('negative', 0.6605693101882935)","('neutral', 0.6229286193847656)",negative,0.6605693101882935,neutral,0.6229286193847656,Chicago,IL,Illinois,17031,8595181,4576.6,False,True,America/Chicago,60018 60649 60641 60640 60643 60642 60645 60644 60647 60646 60616 60617 60614 60615 60612 60613 60610 60611 60618 60619 60827 60661 60660 60638 60639 60634 60636 60637 60630 60631 60632 60633 60605 60604 60607 60606 60601 60603 60602 60609 60608 60106 60659 60652 60653 60656 60657 60654 60655 60651 60623 60622 60621 60620 60626 60625 60624 60629 60628 60707 60499 60664 60666 60668 60669 60670 60673 60674 60675 60677 60678 60680 60681 60684 60685 60686 60687 60688 60689 60690 60694 60695 60696 60699
Scientists recapture Renoir's reds,http://www.bbc.co.uk/news/science-environment-26024351#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Conservation scientists in Chicago produce a stunning visualisation of how they think a Renoir painting might have looked before its colours faded.,"Thu, 13 Feb 2014 18:04:54 GMT",Chicago,Illinois,Cook,41.8375,-87.6866,"('neutral', 0.875662624835968)","('neutral', 0.6222546696662903)",neutral,0.875662624835968,neutral,0.6222546696662903,Chicago,IL,Illinois,17031,8595181,4576.6,False,True,America/Chicago,60018 60649 60641 60640 60643 60642 60645 60644 60647 60646 60616 60617 60614 60615 60612 60613 60610 60611 60618 60619 60827 60661 60660 60638 60639 60634 60636 60637 60630 60631 60632 60633 60605 60604 60607 60606 60601 60603 60602 60609 60608 60106 60659 60652 60653 60656 60657 60654 60655 60651 60623 60622 60621 60620 60626 60625 60624 60629 60628 60707 60499 60664 60666 60668 60669 60670 60673 60674 60675 60677 60678 60680 60681 60684 60685 60686 60687 60688 60689 60690 60694 60695 60696 60699
TV remote control inventor dies,http://www.bbc.co.uk/news/world-us-canada-18164200#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"The inventor of the television remote control, Eugene Polley, dies of natural causes, aged 96, in a Chicago hospital.","Tue, 22 May 2012 20:23:35 GMT",Chicago,Illinois,Cook,41.8375,-87.6866,"('negative', 0.5841006636619568)","('neutral', 0.701580822467804)",negative,0.5841006636619568,neutral,0.701580822467804,Chicago,IL,Illinois,17031,8595181,4576.6,False,True,America/Chicago,60018 60649 60641 60640 60643 60642 60645 60644 60647 60646 60616 60617 60614 60615 60612 60613 60610 60611 60618 60619 60827 60661 60660 60638 60639 60634 60636 60637 60630 60631 60632 60633 60605 60604 60607 60606 60601 60603 60602 60609 60608 60106 60659 60652 60653 60656 60657 60654 60655 60651 60623 60622 60621 60620 60626 60625 60624 60629 60628 60707 60499 60664 60666 60668 60669 60670 60673 60674 60675 60677 60678 60680 60681 60684 60685 60686 60687 60688 60689 60690 60694 60695 60696 60699
Bolivia bans vehicles 'for the environment',http://www.bbc.co.uk/go/rss/int/news/-/news/world-latin-america-14783305,"Cars and buses are taken off the streets of Bolivia in the country's first-ever ""National Day of the Pedestrian"".","Mon, 05 Sep 2011 00:33:50 GMT",Bolivia,North Carolina,Brunswick,34.0699,-78.1472,"('neutral', 0.568933367729187)","('neutral', 0.7316542267799377)",neutral,0.568933367729187,neutral,0.7316542267799377,Bolivia,NC,North Carolina,37019,194,107.4,False,True,America/New_York,28422
Bolivia Amazon road march resumes,http://www.bbc.co.uk/go/rss/int/news/-/news/world-latin-america-15138784,Indigenous protesters in Bolivia resume their long march against plans to build a road through their Amazon homeland.,"Sat, 01 Oct 2011 22:31:33 GMT",Bolivia,North Carolina,Brunswick,34.0699,-78.1472,"('neutral', 0.866548478603363)","('negative', 0.5637915134429932)",neutral,0.866548478603363,negative,0.5637915134429932,Bolivia,NC,North Carolina,37019,194,107.4,False,True,America/New_York,28422
Bolivia protest revives road row,http://www.bbc.co.uk/go/rss/int/news/-/news/world-latin-america-16804399,Hundreds of Bolivian protesters arrive in La Paz to demand the government resume work on a controversial road through Amazon rainforest.,"Tue, 31 Jan 2012 00:53:22 GMT",Bolivia,North Carolina,Brunswick,34.0699,-78.1472,"('negative', 0.5023373365402222)","('neutral', 0.5284155011177063)",negative,0.5023373365402222,neutral,0.5284155011177063,Bolivia,NC,North Carolina,37019,194,107.4,False,True,America/New_York,28422
Bolivia protects river dolphins,http://www.bbc.co.uk/news/world-latin-america-19642422#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Bolivian President Evo Morales enacts a law that declares a vulnerable species of pink dolphins in the Amazon basin a national treasure.,"Tue, 18 Sep 2012 18:19:54 GMT",Bolivia,North Carolina,Brunswick,34.0699,-78.1472,"('neutral', 0.7008551359176636)","('neutral', 0.6069930195808411)",neutral,0.7008551359176636,neutral,0.6069930195808411,Bolivia,NC,North Carolina,37019,194,107.4,False,True,America/New_York,28422
Morales scraps Bolivia road plan,http://www.bbc.co.uk/go/rss/int/news/-/news/world-latin-america-15409447,Bolivian President Evo Morales says a planned road that provoked a long march by indigenous protesters will no longer go through a rainforest reserve.,"Fri, 21 Oct 2011 16:51:30 GMT",Bolivia,North Carolina,Brunswick,34.0699,-78.1472,"('neutral', 0.6244186162948608)","('neutral', 0.5380993485450745)",neutral,0.6244186162948608,neutral,0.5380993485450745,Bolivia,NC,North Carolina,37019,194,107.4,False,True,America/New_York,28422
Gold-coloured bat is 'new species',http://www.bbc.co.uk/nature/28583377,A golden bat from Bolivia is described as a new species by scientists.,"Mon, 04 Aug 2014 01:30:14 GMT",Bolivia,North Carolina,Brunswick,34.0699,-78.1472,"('neutral', 0.8607908487319946)","('neutral', 0.6136599779129028)",neutral,0.8607908487319946,neutral,0.6136599779129028,Bolivia,NC,North Carolina,37019,194,107.4,False,True,America/New_York,28422
Rare macaws to be flown to Bolivia,http://www.bbc.co.uk/news/uk-england-cornwall-21598587#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Six rare parrots which have been bred in Cornwall are to be flown to a new life in the wild in Bolivia.,"Wed, 27 Feb 2013 09:23:49 GMT",Bolivia,North Carolina,Brunswick,34.0699,-78.1472,"('neutral', 0.7918590307235718)","('neutral', 0.893502950668335)",neutral,0.7918590307235718,neutral,0.893502950668335,Bolivia,NC,North Carolina,37019,194,107.4,False,True,America/New_York,28422
VIDEO: Thousands of turtle hatchlings released,http://www.bbc.co.uk/news/world-latin-america-35126231#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Bolivia has released 100,000 turtle hatchlings into the Amazon to try and repopulate some endangered species.","Thu, 17 Dec 2015 23:18:40 GMT",Bolivia,North Carolina,Brunswick,34.0699,-78.1472,"('neutral', 0.8046951293945312)","('neutral', 0.6613770127296448)",neutral,0.8046951293945312,neutral,0.6613770127296448,Bolivia,NC,North Carolina,37019,194,107.4,False,True,America/New_York,28422
VIDEO: Thousands of turtles released,http://www.bbc.co.uk/news/world-latin-america-20766141#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"More than 120,000 baby turtles have been released in to a river in Bolivia in an attempt to boost the area's turtle population.","Tue, 18 Dec 2012 07:51:29 GMT",Bolivia,North Carolina,Brunswick,34.0699,-78.1472,"('neutral', 0.796380877494812)","('neutral', 0.6339673399925232)",neutral,0.796380877494812,neutral,0.6339673399925232,Bolivia,NC,North Carolina,37019,194,107.4,False,True,America/New_York,28422
Large Abelisaurus Dinosaur dinosaur footprint found in Bolivia,http://www.bbc.co.uk/news/science-environment-36921978,"One of the largest ever dinosaur footprints has been found in Bolivia, of the Abelisaurus dinosaur","Fri, 29 Jul 2016 07:12:07 GMT",Bolivia,North Carolina,Brunswick,34.0699,-78.1472,"('neutral', 0.8787580728530884)","('positive', 0.7205033898353577)",neutral,0.8787580728530884,positive,0.7205033898353577,Bolivia,NC,North Carolina,37019,194,107.4,False,True,America/New_York,28422
VIDEO: Footage captures 'cloud' of starlings,http://www.bbc.co.uk/news/uk-26387395#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Residents in Hereford say they are being plagued by thousands upon thousands of starlings.,"Fri, 28 Feb 2014 15:48:16 GMT",Hereford,Texas,Deaf Smith,34.8225,-102.4001,"('neutral', 0.9055725932121277)","('negative', 0.8390506505966187)",neutral,0.9055725932121276,negative,0.8390506505966187,Hereford,TX,Texas,48117,15043,897.0,False,True,America/Chicago,79045
Lower Ninth five years after Katrina,http://news.bbc.co.uk/go/rss/int/news/-/1/hi/programmes/world_news_america/8948262.stm,The Lower Ninth Ward of New Orleans was hit particularly hard during Hurricane Katrina. The BBC's Andy Gallacher met with some of those still struggling to recover their community.,"Thu, 26 Aug 2010 23:58:32 GMT",New Orleans,Louisiana,Orleans,30.0687,-89.9288,"('neutral', 0.5867184400558472)","('negative', 0.5115200281143188)",neutral,0.5867184400558472,negative,0.5115200281143188,New Orleans,LA,Louisiana,22071,925443,891.2,False,True,America/Chicago,70139 70130 70131 70148 70114 70115 70116 70117 70112 70113 70118 70119 70129 70128 70125 70124 70127 70126 70122 70163 70142 70145 70146 70150 70151 70152 70153 70154 70156 70157 70158 70159 70160 70161 70162 70164 70165 70166 70167 70170 70172 70174 70175 70176 70177 70178 70179 70181 70182 70184 70185 70186 70187 70189 70190 70195
Nasa Moon rocket core leaves for testing,https://www.bbc.co.uk/news/science-environment-51048986,"The first core stage for Nasa's ""mega-rocket"", the SLS, has left its factory in New Orleans.","Thu, 09 Jan 2020 13:26:50 GMT",New Orleans,Louisiana,Orleans,30.0687,-89.9288,"('neutral', 0.8798713684082031)","('neutral', 0.9096246957778931)",neutral,0.8798713684082031,neutral,0.9096246957778932,New Orleans,LA,Louisiana,22071,925443,891.2,False,True,America/Chicago,70139 70130 70131 70148 70114 70115 70116 70117 70112 70113 70118 70119 70129 70128 70125 70124 70127 70126 70122 70163 70142 70145 70146 70150 70151 70152 70153 70154 70156 70157 70158 70159 70160 70161 70162 70164 70165 70166 70167 70170 70172 70174 70175 70176 70177 70178 70179 70181 70182 70184 70185 70186 70187 70189 70190 70195
Beached whale was unusual species,http://www.bbc.co.uk/news/uk-england-tyne-19759912#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"A female whale put down in Northumberland was a rare Sei whale and showed evidence of starvation, experts say.","Fri, 28 Sep 2012 15:05:32 GMT",Northumberland,Pennsylvania,Northumberland,40.8966,-76.7933,"('neutral', 0.7368884682655334)","('negative', 0.7256513237953186)",neutral,0.7368884682655334,negative,0.7256513237953186,Northumberland,PA,Pennsylvania,42097,3895,894.9,False,True,America/New_York,17857
Farne puffin numbers show increase,http://www.bbc.co.uk/news/science-environment-23370817#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Puffins in a habitat in Northumberland are making a comeback despite thousands having perished in severe winter storms, a census shows.","Fri, 19 Jul 2013 04:16:23 GMT",Northumberland,Pennsylvania,Northumberland,40.8966,-76.7933,"('neutral', 0.7732021808624268)","('neutral', 0.6325600147247314)",neutral,0.7732021808624268,neutral,0.6325600147247314,Northumberland,PA,Pennsylvania,42097,3895,894.9,False,True,America/New_York,17857
Lamb with five legs born on farm,http://www.bbc.co.uk/news/uk-england-tyne-21999439#sa-ns_mchannel=rssns_source=PublicRSS20-sa,A lamb has been born with five legs at a farm in Northumberland.,"Tue, 02 Apr 2013 16:54:52 GMT",Northumberland,Pennsylvania,Northumberland,40.8966,-76.7933,"('neutral', 0.8654919862747192)","('neutral', 0.940420925617218)",neutral,0.8654919862747192,neutral,0.940420925617218,Northumberland,PA,Pennsylvania,42097,3895,894.9,False,True,America/New_York,17857
Rare cattle in story of survival,http://www.bbc.co.uk/news/uk-england-tyne-20796250#sa-ns_mchannel=rssns_source=PublicRSS20-sa,A unique breed of wild cattle in Northumberland has a knack of surviving - and has done for hundreds of years.,"Thu, 27 Dec 2012 13:43:36 GMT",Northumberland,Pennsylvania,Northumberland,40.8966,-76.7933,"('neutral', 0.7835758328437805)","('positive', 0.8613899350166321)",neutral,0.7835758328437805,positive,0.8613899350166321,Northumberland,PA,Pennsylvania,42097,3895,894.9,False,True,America/New_York,17857
VIDEO: Fish vital to pearl mussel breeding,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-12619507,Jeremy Cooke visits a Northumberland river to see how an endangered mollusc is being helped by the release of thousands of baby fish.,"Wed, 02 Mar 2011 10:29:50 GMT",Northumberland,Pennsylvania,Northumberland,40.8966,-76.7933,"('neutral', 0.7352051138877869)","('neutral', 0.6647513508796692)",neutral,0.7352051138877869,neutral,0.6647513508796692,Northumberland,PA,Pennsylvania,42097,3895,894.9,False,True,America/New_York,17857
VIDEO: Hurricane-hit squirrels cared for,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-england-tyne-14999306,Five baby squirrels are being cared for at a Northumberland animal sanctuary after the remnants of a hurricane destroyed their tree-top home,"Wed, 21 Sep 2011 10:23:18 GMT",Northumberland,Pennsylvania,Northumberland,40.8966,-76.7933,"('neutral', 0.7308563590049744)","('neutral', 0.6027019023895264)",neutral,0.7308563590049744,neutral,0.6027019023895264,Northumberland,PA,Pennsylvania,42097,3895,894.9,False,True,America/New_York,17857
Australia protests over shark 'cull',http://www.bbc.co.uk/news/world-asia-25603646#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Thousands of people take to the beaches to protest against plans by the government of Western Australia to kill large sharks off Perth beaches.,"Sat, 04 Jan 2014 13:15:59 GMT",Perth,North Dakota,Towner,48.7148,-99.4582,"('negative', 0.6977459788322449)","('negative', 0.7303328514099121)",negative,0.6977459788322449,negative,0.7303328514099121,Perth,ND,North Dakota,38095,14,4.7,False,True,America/Chicago,58363
VIDEO: Race to build world's fastest car,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-17441382,A team in Perth is developing what it hopes will be the fastest car on the planet.,"Tue, 20 Mar 2012 05:41:28 GMT",Perth,North Dakota,Towner,48.7148,-99.4582,"('neutral', 0.6159690618515015)","('positive', 0.8650990128517151)",neutral,0.6159690618515015,positive,0.8650990128517151,Perth,ND,North Dakota,38095,14,4.7,False,True,America/Chicago,58363
VIDEO: How urban dolphins survive city life,http://www.bbc.co.uk/news/science-environment-23881977#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Researchers from Murdoch University in Perth, Western Australia, study the challenges of life for the city’s urban river dolphins.","Sat, 31 Aug 2013 23:03:16 GMT",Perth,North Dakota,Towner,48.7148,-99.4582,"('neutral', 0.7542986273765564)","('neutral', 0.9199174046516418)",neutral,0.7542986273765564,neutral,0.9199174046516418,Perth,ND,North Dakota,38095,14,4.7,False,True,America/Chicago,58363
Whales in mass stranding on Western Australia beach,http://www.bbc.co.uk/news/world-australia-43509685,"About 150 animals wash up on a beach south of Perth, prompting a major rescue effort.","Fri, 23 Mar 2018 05:26:58 GMT",Perth,North Dakota,Towner,48.7148,-99.4582,"('neutral', 0.531387209892273)","('neutral', 0.866779625415802)",neutral,0.531387209892273,neutral,0.866779625415802,Perth,ND,North Dakota,38095,14,4.7,False,True,America/Chicago,58363
Fireball caught on camera over Perth,https://www.bbc.co.uk/news/world-australia-45339727,A fireball - believed to be a meteor - has lit up the sky near Perth in Western Australia.,"Wed, 29 Aug 2018 05:28:34 GMT",Perth,North Dakota,Towner,48.7148,-99.4582,"('neutral', 0.8119786381721497)","('neutral', 0.917913556098938)",neutral,0.8119786381721497,neutral,0.917913556098938,Perth,ND,North Dakota,38095,14,4.7,False,True,America/Chicago,58363
VIDEO: Twin polar bears born in Munich,http://www.bbc.co.uk/news/world-europe-25753612#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Twin polar bears, born at a Munich Zoo, have been caught on camera for the first time since their birth.","Wed, 15 Jan 2014 22:19:31 GMT",Munich,North Dakota,Cavalier,48.6729,-98.8385,"('neutral', 0.898849368095398)","('neutral', 0.8456693887710571)",neutral,0.898849368095398,neutral,0.8456693887710571,Munich,ND,North Dakota,38019,279,69.8,False,True,America/Chicago,58352
'Lab volcano' gives lightning clues,http://www.bbc.co.uk/news/science-environment-27220909#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Researchers in Munich use a ""volcano in the lab"" to investigate the spectacular lightning in eruption plumes.","Wed, 30 Apr 2014 10:06:20 GMT",Munich,North Dakota,Cavalier,48.6729,-98.8385,"('neutral', 0.9157392382621765)","('neutral', 0.8366555571556091)",neutral,0.9157392382621764,neutral,0.8366555571556091,Munich,ND,North Dakota,38019,279,69.8,False,True,America/Chicago,58352
Peat is Amazon's carbon superstore,http://www.bbc.co.uk/news/science-environment-30448519#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Satellite data reveals that the most dense stores of carbon in Amazonia is not above ground in trees but below ground in peatlands.,"Mon, 15 Dec 2014 18:59:55 GMT",Amazonia,Missouri,Andrew,39.8888,-94.8927,"('neutral', 0.6750817894935608)","('neutral', 0.8802865743637085)",neutral,0.6750817894935608,neutral,0.8802865743637085,Amazonia,MO,Missouri,29003,343,282.4,False,True,America/Chicago,64421
Extinctions 'cut nutrient arteries',http://www.bbc.co.uk/news/science-environment-23634801#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"The demise of big animals in eastern Amazonia 12,000 years ago forever changed the way nutrients were distributed across the landscape, a study suggests.","Mon, 12 Aug 2013 06:01:51 GMT",Amazonia,Missouri,Andrew,39.8888,-94.8927,"('negative', 0.7355934381484985)","('neutral', 0.773043155670166)",negative,0.7355934381484985,neutral,0.773043155670166,Amazonia,MO,Missouri,29003,343,282.4,False,True,America/Chicago,64421
Drone to scan for ancient Amazonia,http://www.bbc.co.uk/news/science-environment-31467619#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Scientists are to scan the Amazon forest with a drone-mounted laser to look for evidence of occupation by ancient civilisations.,"Sat, 14 Feb 2015 03:49:56 GMT",Amazonia,Missouri,Andrew,39.8888,-94.8927,"('neutral', 0.829068124294281)","('neutral', 0.9151211380958557)",neutral,0.829068124294281,neutral,0.9151211380958556,Amazonia,MO,Missouri,29003,343,282.4,False,True,America/Chicago,64421
