title,link,description,published
The Great Barrier Reef Through Time,https://earthobservatory.nasa.gov/images/149724/the-great-barrier-reef-through-time,Geological evidence shows the reef system has a history of demise and resilience.,"Sat, 16 Apr 2022 00:00:00 -0400"
Deluge in South Africa,https://earthobservatory.nasa.gov/images/149720/deluge-in-south-africa,"In the KwaZulu-Natal coastal province, heavy rainfall spurred deadly flooding and landslides.","Thu, 14 Apr 2022 14:14:58 -0400"
A Renewable Future for Fukushima,https://earthobservatory.nasa.gov/images/149711/a-renewable-future-for-fukushima,Solar and wind farms now cover fields that were abandoned after the nuclear accident in 2011.,"Thu, 14 Apr 2022 00:00:00 -0400"
Dungeness Spit,https://earthobservatory.nasa.gov/images/149674/dungeness-spit,The landform is sustained by a steady supply of sediment from nearby bluffs.,"Wed, 13 Apr 2022 00:00:00 -0400"
Dust Storm in Iraq,https://earthobservatory.nasa.gov/images/149695/dust-storm-in-iraq,"The airborne particles engulfed parts of Iraq for multiple days in April 2022, turning skies orange, reducing visibility, and degrading air quality.","Mon, 11 Apr 2022 17:26:53 -0400"
Watercolors of Torrevieja,https://earthobservatory.nasa.gov/images/149682/watercolors-of-torrevieja,The Spanish port town is bathed in a colorful palette.,"Sun, 10 Apr 2022 00:00:00 -0400"
Clouds Do the Darndest Things,https://earthobservatory.nasa.gov/images/149677/clouds-do-the-darndest-things,A high-pressure region combined with a passing frontal system off the South African coast to create an eye-catching gap in the clouds.,"Sat, 09 Apr 2022 00:00:00 -0400"
Flooding in Eastern Australia,https://earthobservatory.nasa.gov/images/149685/flooding-in-eastern-australia,"Yet another extreme precipitation event sent rivers out of their banks, inundating coastal towns and prompting evacuations.","Fri, 08 Apr 2022 17:20:18 -0400"
The Gambia,https://www.earthobservatory.nasa.gov/images/147335/the-gambia,The smallest country in mainland Africa hugs its namesake river.,"Sun, 27 Sep 2020 00:00:00 -0400"
Iraq Lakes Bounce Back,https://www.earthobservatory.nasa.gov/images/147315/iraq-lakes-bounce-back,"After decades of low water levels, two of Iraq’s popular lakes appear to be filling again.","Sat, 26 Sep 2020 00:00:00 -0400"
Spirit Lake,https://earthobservatory.nasa.gov/images/149025/spirit-lake,TC,"Mon, 01 Nov 2021 00:00:00 -0400"
Failed Rainy Seasons Bring Famine Concerns to Eastern Africa,https://earthobservatory.nasa.gov/images/149294/failed-rainy-seasons-bring-famine-concerns-to-eastern-africa,"More than 20 million people in Somalia, Kenya, and Ethiopia now face some of the worst food security risks in 35 years.","Fri, 07 Jan 2022 00:00:00 -0500"
Hitch a Virtual Ride on a Sounding Rocket,https://earthobservatory.nasa.gov/blogs/earthmatters/?p=11753,A project developed by community college students is providing the opportunity for the public to see Earth from the perspective of a small rocket in flight. ,"Fri, 10 Dec 2021 18:36:39 -0500"
A Pair of Niles and Deltas,https://earthobservatory.nasa.gov/images/146824/a-pair-of-niles-and-deltas,Two inland deltas spring from the landscape near the confluence of the Blue and White Niles.,"Wed, 10 Jun 2020 00:00:00 -0400"
Cloud Changes in Busy Ship Corridors,https://earthobservatory.nasa.gov/images/146830/cloud-changes-in-busy-ship-corridors,Ship emissions in the southeast Atlantic help create more reflective clouds that produce a local cooling effect.,"Tue, 09 Jun 2020 00:00:00 -0400"
Pathfinder for COVID-19,http://earthobservatory.nasa.gov/blogs/earthmatters/?p=10892,The COVID-19 Data Pathfinder provides links to datasets that can be used to research changing environmental impacts from modified human behavior patterns during the global pandemic.,"Mon, 08 Jun 2020 16:26:01 -0400"
Tropical Depression Cristobal,https://earthobservatory.nasa.gov/images/146827/tropical-depression-cristobal,"The tropical cyclone continued to weaken as it moved inland, but still threatened parts of the United States with heavy rain.","Mon, 08 Jun 2020 12:46:32 -0400"
Breakup Along the Mackenzie River,https://earthobservatory.nasa.gov/images/146813/breakup-along-the-mackenzie-river,"Each spring, the Canadian Arctic is the site of a fierce battle between water and ice.","Mon, 08 Jun 2020 00:00:00 -0400"
Frozen Finland Thaws,https://earthobservatory.nasa.gov/images/146821/frozen-finland-thaws,"After a harsh winter in northern Finland, warm temperatures rapidly melted snow to cause significant flooding.","Sun, 07 Jun 2020 00:00:00 -0400"
Cristobal Drenches Central America,https://earthobservatory.nasa.gov/images/146817/cristobal-drenches-central-america,The storm lingered over the Yucatán Peninsula for several days.,"Sat, 06 Jun 2020 00:00:00 -0400"
Mapping a Slow-Motion Landslide,https://earthobservatory.nasa.gov/images/146808/mapping-a-slow-motion-landslide,"Through the study of an unusual, long-lasting slide, has developed a new technique to make prediction easier and more accurate.","Fri, 05 Jun 2020 00:00:00 -0400"
Temperatures Predict Bird Biodiversity,https://earthobservatory.nasa.gov/images/146800/temperatures-predict-bird-biodiversity,"Small birds prefer winter landscapes that have larger thermal differences, likely because they offer more opportunities to find refuge from the cold.","Thu, 04 Jun 2020 00:00:00 -0400"
Ice Arch Persists Despite Warm Arctic,https://earthobservatory.nasa.gov/images/146791/ice-arch-persists-despite-warm-arctic,"This natural gatekeeper, which prevents sea ice from exiting the Arctic Ocean and drifting southward into Baffin Bay, was still intact in late May 2020.","Wed, 03 Jun 2020 00:00:00 -0400"
Astronauts Launch from American Soil,https://earthobservatory.nasa.gov/images/146794/astronauts-launch-from-american-soil,A commercially built and operated American crew spacecraft has safely delivered two NASA astronauts to the International Space Station.,"Tue, 02 Jun 2020 00:00:00 -0400"
Haiti’s Accidental City,https://earthobservatory.nasa.gov/images/146787/haitis-accidental-city,"After a catastrophic earthquake left Port-au-Prince in a shambles, many people flocked to the new city of Canaan in search of a better life.","Mon, 01 Jun 2020 00:00:00 -0400"
"Lake Skadar, Montenegro and Albania",https://earthobservatory.nasa.gov/images/146780/lake-skadar-montenegro-and-albania,The largest lake on the Balkan Peninsula is colored by sediments eroded from the surrounding highlands.,"Sun, 31 May 2020 00:00:00 -0400"
Sandy Shores of Moreton Bay,https://earthobservatory.nasa.gov/images/146776/sandy-shores-of-moreton-bay,"Once an important port during World War II, the bay is comprised of a complex delta system that makes it a very scenic and popular tourist destination in Australia.","Sat, 30 May 2020 00:00:00 -0400"
A May Landslide in Alaska,https://earthobservatory.nasa.gov/images/146783/a-may-landslide-in-alaska,Warm spring weather may have helped trigger a landslide on Yudi Peak.,"Fri, 29 May 2020 00:00:00 -0400"
Cloud Building Over Hainan,https://earthobservatory.nasa.gov/images/146761/cloud-building-over-hainan,The clouds that frequently produce severe weather—cumulonimbus—are seen building up during the afternoon over the South China Sea.,"Thu, 28 May 2020 00:00:00 -0400"
Mapping Snow on Arctic Sea Ice,https://earthobservatory.nasa.gov/images/146758/mapping-snow-on-arctic-sea-ice,First-of-a-kind maps show how the depth of this insulating snow layer changes from month to month.,"Wed, 27 May 2020 00:00:00 -0400"
Nitrogen Dioxide Levels Rebound in China,https://earthobservatory.nasa.gov/images/146741/nitrogen-dioxide-levels-rebound-in-china,"With most lockdowns ending and economic activity resuming, levels of the air pollutant have returned to near normal for this time of year.","Tue, 26 May 2020 00:00:00 -0400"
A Falcon over Ajim,https://earthobservatory.nasa.gov/images/146772/a-falcon-over-ajim,Iconic scenes from the original Star Wars movie were filmed in a Tunisian fishing town.,"Mon, 25 May 2020 00:00:00 -0400"
Budapest at Night,https://earthobservatory.nasa.gov/images/146764/budapest-at-night,"Divided by the Danube River, the city is actually a unification of three different older communities.","Sun, 24 May 2020 00:00:00 -0400"
In a Desert Not So Far Away,https://earthobservatory.nasa.gov/images/146767/in-a-desert-not-so-far-away,Many memorable Star Wars scenes were filmed in the deserts of Tunisia.,"Sat, 23 May 2020 00:00:00 -0400"
Muddy Flooding in Michigan,https://earthobservatory.nasa.gov/images/146752/muddy-flooding-in-michigan,Two days of heavy rain led to catastrophic dam failures and major flooding in Midland County.,"Fri, 22 May 2020 00:00:00 -0400"
"Amphan Batters India, Bangladesh",https://earthobservatory.nasa.gov/images/146749/amphan-batters-india-bangladesh,"The first tropical cyclone of the 2020 season in the North Indian basin made landfall, delivering substantial storm surge to coastal areas.","Thu, 21 May 2020 00:00:00 -0400"
Thwaites Glacier Transformed,https://earthobservatory.nasa.gov/images/146247/thwaites-glacier-transformed,"The amount of ice flowing from the Antarctic glacier has doubled in the span of three decades, and scientists think it could undergo even more dramatic changes in the near future.","Thu, 06 Feb 2020 00:00:00 -0500"
Dust Storm Sweeps Across Montana,https://earthobservatory.nasa.gov/images/146264/dust-storm-sweeps-across-montana,A severe dust storm halted traffic and dropped visibility to zero.,"Wed, 05 Feb 2020 13:38:51 -0500"
Canada Lit by Aurora and Moonlight,https://earthobservatory.nasa.gov/images/146260/canada-lit-by-aurora-and-moonlight,The waxing gibbous Moon and the snow and ice on the mountains and lakes give the landscape extra visual definition.,"Wed, 05 Feb 2020 13:35:43 -0500"
Winter Flooding on the Mississippi,https://earthobservatory.nasa.gov/images/146251/winter-flooding-on-the-mississippi,Persistent rains and saturated soils across the watershed swelled the river to its banks and occasionally onto floodplains.,"Wed, 05 Feb 2020 00:00:00 -0500"
Polar Bears Struggle as Sea Ice Declines,https://earthobservatory.nasa.gov/images/146023/polar-bears-struggle-as-sea-ice-declines,"A new study shows that polar bears are spending less time on sea ice, leading them to fast longer, become thinner and have fewer cubs.","Tue, 04 Feb 2020 00:00:00 -0500"
Australian Smoke Plume Sets Records,https://earthobservatory.nasa.gov/images/146235/australian-smoke-plume-sets-records,Potent wildfires sent one of the largest plumes of smoke higher into the stratosphere than certain satellites have ever observed.,"Mon, 03 Feb 2020 00:00:00 -0500"
Coast of Peru,https://earthobservatory.nasa.gov/images/146241/coast-of-peru,Natural wonders of Peru stand out in this wide-angle photograph.,"Sun, 02 Feb 2020 00:00:00 -0500"
Eddy Extravaganza off the Italian Coast,https://earthobservatory.nasa.gov/images/146231/eddy-extravaganza-off-the-italian-coast,Natural-color satellite images can capture art-like beauty when sediments trace water currents and eddies; other kinds of data can make that art intersect with scientific understanding.,"Sat, 01 Feb 2020 00:00:00 -0500"
Estimating Forest Stand Height in the City of Life,http://earthobservatory.nasa.gov/blogs/fromthefield/?p=11357,"SERVIR team members traveled to Bangkok, where they connected researchers with the tools to use Synthetic Aperture Radar data to monitor forests and estimate biomass.","Fri, 31 Jan 2020 13:52:34 -0500"
Flood Waters Overwhelm Northern Madagascar,https://earthobservatory.nasa.gov/images/146225/flood-waters-overwhelm-northern-madagascar,Parts of the island nation saw double the usual amount of monthly rainfall.,"Fri, 31 Jan 2020 00:00:00 -0500"
Baikal’s Giant Ice Rings,https://earthobservatory.nasa.gov/images/146220/baikals-giant-ice-rings,"The puzzling features are most easily seen from above, but they pose real risks at the surface.","Thu, 30 Jan 2020 00:00:00 -0500"
World of Change: Global Temperatures,https://earthobservatory.nasa.gov/world-of-change/global-temperatures,The average global temperature has increased by a little more than 1° Celsius (2° Fahrenheit) since 1880. Two-thirds of the warming has occurred since 1975.,"Wed, 29 Jan 2020 00:00:00 -0500"
Bloom in McMurdo Sound,https://earthobservatory.nasa.gov/images/146213/bloom-in-mcmurdo-sound,"Off the coast of Antarctica, vibrant green phytoplankton swirls amidst the sea ice.","Wed, 29 Jan 2020 00:00:00 -0500"
Nishinoshima Puffs,https://earthobservatory.nasa.gov/images/146217/nishinoshima-puffs,"In January 2020, plumes emanated from the young volcanic island.","Tue, 28 Jan 2020 16:09:34 -0500"
Mekong Turns from Brown to Blue-Green,https://earthobservatory.nasa.gov/images/146209/mekong-turns-from-brown-to-blue-green,"In late 2019, the river started to turn colors due to a reduced sediment load and algae blooms.","Tue, 28 Jan 2020 00:00:00 -0500"
A New Measuring Stick for Forests,https://earthobservatory.nasa.gov/images/146203/a-new-measuring-stick-for-forests,The amount of carbon that is being stored by trees and how it has changed over time is the least understood aspect of the global carbon cycle.,"Mon, 27 Jan 2020 00:00:00 -0500"
Beysehir and Egirdir,https://earthobservatory.nasa.gov/images/146198/beysehir-and-egirdir,Two of the largest freshwater lakes in Turkey sit on the Anatolia Plateau.,"Sun, 26 Jan 2020 00:00:00 -0500"
Rain Brought Brief Relief to Australia,https://earthobservatory.nasa.gov/images/146201/rain-brought-brief-relief-to-australia,Bushfire counts dipped in mid-January when much-needed rainfall poured down on New South Wales and Victoria.,"Sat, 25 Jan 2020 00:00:00 -0500"
How Cancún Grew into a Major Resort,https://earthobservatory.nasa.gov/images/146194/how-cancun-grew-into-a-major-resort,"Once one of the poorest regions of Mexico, Cancún is now a bustling tourist city with millions of visitors each year.","Fri, 24 Jan 2020 00:00:00 -0500"
Widespread Melt on the George VI Ice Shelf,https://earthobservatory.nasa.gov/images/146189/widespread-melt-on-the-george-vi-ice-shelf,"In January 2020, a vast area of melt formed on the surface of the ice shelf west of the Antarctic Peninsula.","Thu, 23 Jan 2020 00:00:00 -0500"
Windblown Ash from Taal Volcano,https://earthobservatory.nasa.gov/images/146186/windblown-ash-from-taal-volcano,Low-level winds lifted ash lying on and around the volcano after its recent eruption.,"Wed, 22 Jan 2020 14:18:36 -0500"
Etosha Pan Refills,https://earthobservatory.nasa.gov/images/146179/etosha-pan-refills,"For much of the year, the salt pan is bone dry. But when the wet season brings abundant rains, the large, shallow basin becomes a temporary oasis.","Wed, 22 Jan 2020 00:00:00 -0500"
East Coast Snow and Lake Erie Color,https://earthobservatory.nasa.gov/images/146183/east-coast-snow-and-lake-erie-color,"The white landscape contrasts with the dark and colorful water, which at the time had very little ice cover.","Tue, 21 Jan 2020 15:50:20 -0500"
A Decline in Asian Dust,https://earthobservatory.nasa.gov/images/146175/a-decline-in-asian-dust,Changing winds and more vegetation are probably contributing to the trend.,"Tue, 21 Jan 2020 00:00:00 -0500"
Watching Meteors from Space,https://earthobservatory.nasa.gov/images/146171/watching-meteors-from-space,Astronaut Christina Koch snapped a picture of the Quadrantids in January 2020.,"Mon, 20 Jan 2020 00:00:00 -0500"
Bermejo River,https://earthobservatory.nasa.gov/images/146168/bermejo-river,"Astronauts captured a striking glimpse of the Andes Mountains, which divide lush forest from the Atacama Desert.","Sun, 19 Jan 2020 00:00:00 -0500"
The Island Shaped like a Horseshoe,https://earthobservatory.nasa.gov/images/146164/the-island-shaped-like-a-horseshoe,Deception Island is one of the only places in the world where ships can sail directly into the center of an active volcano.,"Sat, 18 Jan 2020 00:00:00 -0500"
Growth of a Summer Storm,https://earthobservatory.nasa.gov/images/146158/growth-of-a-summer-storm,Afternoon thunderstorms are a typical phenomenon during summer in Western Australia.,"Fri, 17 Jan 2020 00:00:00 -0500"
2019 Was the Second Warmest Year on Record,https://earthobservatory.nasa.gov/images/146154/2019-was-the-second-warmest-year-on-record,The past five years have been the warmest of the past 140 years.,"Thu, 16 Jan 2020 00:00:00 -0500"
La Sal’s Second Life,https://earthobservatory.nasa.gov/images/147468/la-sals-second-life,"The Utah town moved, but the name moved with it.","Sun, 01 Nov 2020 00:00:00 -0400"
A Closer Look at Fire Types in Bolivia,http://earthobservatory.nasa.gov/blogs/earthmatters/?p=11036,Not all of the fires satellites detect in the Amazon are of equal ecological significance. ,"Fri, 30 Oct 2020 14:48:36 -0400"
China’s Unrelenting Season of Flooding,https://earthobservatory.nasa.gov/images/147471/chinas-unrelenting-season-of-flooding,The 2020 monsoon has brought historic amounts of rain to the country.,"Fri, 30 Oct 2020 14:04:41 -0400"
Spain’s Stained River,https://earthobservatory.nasa.gov/images/147459/spains-stained-river,The unusually red and acidic Rio Tinto harbors microscopic life that could inform the search for life on Mars.,"Fri, 30 Oct 2020 00:00:00 -0400"
Hurricane Zeta Arrives on the Gulf Coast,https://earthobservatory.nasa.gov/images/147462/hurricane-zeta-arrives-on-the-gulf-coast,"It will be the fifth storm to hit Louisiana this year, and the eleventh to hit the continental United States.","Wed, 28 Oct 2020 16:36:48 -0400"
Molave Heads Toward Vietnam,https://earthobservatory.nasa.gov/images/147456/molave-heads-toward-vietnam,"After getting pummeled by three deadly storms in October, Vietnam prepares for another one.","Tue, 27 Oct 2020 16:10:37 -0400"
East Troublesome Fire Spreads to the Rockies,https://earthobservatory.nasa.gov/images/147452/east-troublesome-fire-spreads-to-the-rockies,"The blaze grew 140,000 acres in 24 hours to become the second largest fire in Colorado history.","Mon, 26 Oct 2020 17:12:05 -0400"
Iran’s Rainbow Island,https://earthobservatory.nasa.gov/images/147428/irans-rainbow-island,A mix of uplifting salt and other sedimentary and metamorphic rocks make for colorful landscapes in the Persian Gulf.,"Mon, 26 Oct 2020 00:00:00 -0400"
Snowy and Icy Peaks with Very Different Origins,https://earthobservatory.nasa.gov/images/147424/snowy-and-icy-peaks-with-very-different-origins,"Researchers find that ice caps on the mountains of Pluto are made of methane, but develop through an opposite process from that on Earth.","Sun, 25 Oct 2020 00:00:00 -0400"
Fall Color in Ottawa,https://earthobservatory.nasa.gov/images/147448/fall-color-in-ottawa,Trees have long been cherished here for timber and for the colors they bring to “the Fall Rhapsody.”,"Sat, 24 Oct 2020 00:00:00 -0400"
California’s Rising and Sinking Coast,https://earthobservatory.nasa.gov/images/147439/californias-rising-and-sinking-coast,Millions of people in the state live in low-lying coastal areas where land subsidence is exacerbating the risks of sea level rise.,"Fri, 23 Oct 2020 00:00:00 -0400"
Record-Setting Fires in Colorado and California,https://earthobservatory.nasa.gov/images/147443/record-setting-fires-in-colorado-and-california,The Cameron Peak and August Complex fires have punctuated a year of natural drama in the American West.,"Wed, 21 Oct 2020 16:41:48 -0400"
Winter is Coming,https://earthobservatory.nasa.gov/images/147432/winter-is-coming,Long blue shadows on the snow portend frigid days ahead in this far eastern corner of Siberia.,"Wed, 21 Oct 2020 00:00:00 -0400"
Picturing Earth: Astronaut Photography In Focus,https://earthobservatory.nasa.gov/features/videos/picturing-earth,"For 20 years, astronauts have been shooting photos of Earth from the space station. Like everything the astronauts do, they are trained for this job. And like everything they do, there is purpose and intention behind it.","Tue, 20 Oct 2020 00:00:00 -0400"
Snow Melts in the Andes,https://earthobservatory.nasa.gov/images/147421/snow-melts-in-the-andes,"As springtime arrives in the Andes, winter snow melts to provide an important water source for local communities.","Tue, 20 Oct 2020 00:00:00 -0400"
Rebounding in Hudson Bay,https://earthobservatory.nasa.gov/images/147405/rebounding-in-hudson-bay,Raised beaches around the bay in Canada’s Ontario Province show how the landscape responded after the last ice age.,"Mon, 19 Oct 2020 00:00:00 -0400"
Wintry Dunes on Earth and Mars,https://earthobservatory.nasa.gov/images/150904/wintry-dunes-on-earth-and-mars,Dunes on both planets occasionally get blanketed with ice and snow—except on Earth the white stuff is frozen water and on Mars it’s often frozen carbon dioxide.,"Tue, 31 Jan 2023 00:00:00 -0500"
Chile’s Villarrica Sputters,https://earthobservatory.nasa.gov/images/150898/chiles-villarrica-sputters,An astronaut on the International Space Station captured this photograph of minor explosions from one of Chile’s most active volcanoes.,"Mon, 30 Jan 2023 00:00:00 -0500"
Eighty Mile Beach,https://earthobservatory.nasa.gov/images/150901/eighty-mile-beach,This stretch of coastline in Western Australia is a popular recreational site for people and an important stopover site for migratory birds.,"Sun, 29 Jan 2023 00:00:00 -0500"
Shrinking Lake Abert,https://earthobservatory.nasa.gov/images/150891/shrinking-lake-abert,"As the lake in southern Oregon dries up, the remaining water is becoming too salty to support key food sources for birds.","Fri, 27 Jan 2023 00:00:00 -0500"
G-LiHT Goes to Alaska,https://earthobservatory.nasa.gov/blogs/fromthefield/?p=11992,"In summer 2022, the G-LiHT team made flights from Kodiak and Anchorage with an airborne instrument designed to map forested landscapes.","Thu, 26 Jan 2023 16:13:00 -0500"
Midwest Farmers Using Cover Crops Take Small Yield Hit,https://earthobservatory.nasa.gov/images/150887/midwest-farmers-using-cover-crops-take-small-yield-hit,"Although cover crops have significant environmental benefits, researchers found that they hinder yields on corn and soybean fields.","Thu, 26 Jan 2023 00:00:00 -0500"
Antarctic Iceberg on the Move,https://earthobservatory.nasa.gov/images/150884/antarctic-iceberg-on-the-move,"After breaking from the Brunt Ice Shelf, Iceberg A-81 and other pieces of ice drift south with the Weddell Gyre.","Wed, 25 Jan 2023 17:36:37 -0500"
Antarctica’s Brunt Ice Shelf Finally Breaks,https://earthobservatory.nasa.gov/images/150880/antarcticas-brunt-ice-shelf-finally-breaks,A long-watched rift has spawned an iceberg about twice the size of New York City.,"Tue, 24 Jan 2023 17:32:58 -0500"
Floodwater Reaches Australia’s Channel Country,https://earthobservatory.nasa.gov/images/150873/floodwater-reaches-australias-channel-country,"After several weeks of heavy rainfall in northern Queensland, the water has worked its way south.","Mon, 23 Jan 2023 17:03:46 -0500"
Mysteries Remain About Bahama Whiting Events,https://earthobservatory.nasa.gov/images/150866/mysteries-remain-about-bahama-whiting-events,Researchers used satellite imagery to reveal where and when the discolored patches of water appeared between 2003 and 2020 and found a puzzling temporary increase in events in some areas.,"Mon, 23 Jan 2023 00:00:00 -0500"
"Rio Grande, Meet the Gulf of Mexico",https://earthobservatory.nasa.gov/images/150863/rio-grande-meet-the-gulf-of-mexico,Colorful waterways and wetlands are visible along the river that defines a portion of the U.S.-Mexico border.,"Sun, 22 Jan 2023 00:00:00 -0500"
World’s Longest Conveyor Belt System,https://earthobservatory.nasa.gov/images/150869/worlds-longest-conveyor-belt-system,The conveyor belt helps transport an essential agricultural fertilizer from the remote reaches of Western Sahara to farmlands across the world.,"Sat, 21 Jan 2023 00:00:00 -0500"
A Tornado Scars Selma,https://earthobservatory.nasa.gov/images/150857/a-tornado-scars-selma,"Thunderstorms swept across the U.S. Southeast in January 2023, spawning numerous twisters that left lengthy paths of damage.","Thu, 19 Jan 2023 17:09:58 -0500"
An Outpouring of Color,https://earthobservatory.nasa.gov/images/150850/an-outpouring-of-color,"Following a siege of atmospheric rivers, sediment billowed into the Pacific Ocean along the California coastline.","Wed, 18 Jan 2023 17:33:11 -0500"
When Clouds Cave,https://earthobservatory.nasa.gov/images/150847/when-clouds-cave,"When airplanes pass through clouds with supercooled water droplets, they can leave distinctive holes in their wake.","Wed, 18 Jan 2023 00:00:00 -0500"
Summer in Connecticut,https://earthobservatory.nasa.gov/images/150843/summer-in-connecticut,Experiences surrounding Dr. Martin Luther King Jr.’s time spent working on a tobacco farm likely influenced his future as a minister and civil rights activist.,"Mon, 16 Jan 2023 00:00:00 -0500"
Great Britain and Ireland Show Their Colors,https://earthobservatory.nasa.gov/images/150840/great-britain-and-ireland-show-their-colors,"Mountains, vegetation, and urban centers contribute to the islands’ colorful palette.","Sun, 15 Jan 2023 00:00:00 -0500"
Kaitoku Says Hello,https://earthobservatory.nasa.gov/images/150832/kaitoku-says-hello,Swirls of discolored water are signs of activity from the underwater volcano.,"Sat, 14 Jan 2023 00:00:00 -0500"
Kilauea Glows,https://earthobservatory.nasa.gov/images/150836/kilauea-glows,"After three weeks of rest, lava started flowing again on Kilauea’s summit.","Fri, 13 Jan 2023 17:18:54 -0500"
2022 Tied for Fifth Warmest Year on Record,https://earthobservatory.nasa.gov/images/150828/2022-tied-for-fifth-warmest-year-on-record,Earth in 2022 was about 1.11°C (2°F) warmer than the late 19th century average.,"Fri, 13 Jan 2023 00:00:00 -0500"
Storms Soak California,https://earthobservatory.nasa.gov/images/150823/storms-soak-california,"Unrelenting storms have inundated the state, delivering soil-saturating rain.","Wed, 11 Jan 2023 17:12:57 -0500"
Clear Days for Iceberg Spotting,https://earthobservatory.nasa.gov/images/150819/clear-days-for-iceberg-spotting,The summer sky was unusually cloud-free when NASA’s Aqua satellite passed over the Antarctic Peninsula.,"Tue, 10 Jan 2023 17:39:39 -0500"
Building Abuja,https://earthobservatory.nasa.gov/images/149937/building-abuja,People started moving to the new capital of Nigeria in the 1980s.,"Wed, 29 Jun 2022 00:00:00 -0400"
Brilliant Color in the Black Sea,https://earthobservatory.nasa.gov/images/150031/brilliant-color-in-the-black-sea,"As spring 2022 turned the page to summer, phytoplankton turned the seawater from dark to vivid.","Mon, 27 Jun 2022 16:31:08 -0400"
"Paramaribo, Suriname",https://earthobservatory.nasa.gov/images/149922/paramaribo-suriname,"The capital city, once a Dutch trading post, hugs the banks of the Suriname River.","Mon, 27 Jun 2022 00:00:00 -0400"
Europa Island,https://earthobservatory.nasa.gov/images/150021/europa-island,The small coralline island between Madagascar and Mozambique is a haven for nesting seabirds and green sea turtles.,"Sun, 26 Jun 2022 00:00:00 -0400"
"The North Island, New Zealand",https://earthobservatory.nasa.gov/images/150018/the-north-island-new-zealand,The majority of the nation’s people and several prominent volcanoes populate the island.,"Sat, 25 Jun 2022 00:00:00 -0400"
Floods Swamp Bangladesh,https://earthobservatory.nasa.gov/images/150014/floods-swamp-bangladesh,"Monsoon rains have overwhelmed villages, inundated crops, and displaced hundreds of thousands of people.","Thu, 23 Jun 2022 16:52:37 -0400"
Catastrophic Flooding in Yellowstone,https://earthobservatory.nasa.gov/images/150010/catastrophic-flooding-in-yellowstone,"Snowmelt and heavy rain caused historically high water that destroyed homes, roads, and bridges, and isolated some of the national park’s gateway communities.","Wed, 22 Jun 2022 17:19:09 -0400"
"Terceira Island, Azores",https://earthobservatory.nasa.gov/images/149982/terceira-island-azores,"Terceira Island is one of nine volcanic islands in the Azores archipelago, which straddles the Mid-Atlantic Ridge at a triple junction.","Wed, 22 Jun 2022 00:00:00 -0400"
NASA Data Supercharges Forecasting in Bangladesh,https://earthobservatory.nasa.gov/images/149954/nasa-data-supercharges-forecasting-in-bangladesh,Researchers with SERVIR created a web-based tool that integrates NASA satellite data with observations from the Bangladesh Meteorological Department.,"Tue, 21 Jun 2022 00:00:00 -0400"
Freedom’s Fortress,https://earthobservatory.nasa.gov/images/149993/freedoms-fortress,Old Point Comfort was among the first places where enslaved people were traded in colonial America—and a hub of resistance to slavery during the American Civil War.,"Sun, 19 Jun 2022 00:00:00 -0400"
Triassic Talampaya,https://earthobservatory.nasa.gov/images/149990/triassic-talampaya,"This national park in western Argentina is rich in plant, mammal, and dinosaur fossils, as well as rocks dating back 200 million years.","Sat, 18 Jun 2022 00:00:00 -0400"
Living with Floods in the Innoko Lowlands,https://earthobservatory.nasa.gov/images/149996/living-with-floods-in-the-innoko-lowlands,Regular spring flooding has led Native peoples to adapt to the rise and fall of the water.,"Fri, 17 Jun 2022 16:35:59 -0400"
Scientists Discover a Polar Bear Subpopulation,https://earthobservatory.nasa.gov/images/149977/scientists-discover-a-polar-bear-subpopulation,The bears in Southeast Greenland are uniquely adapted to living where sea ice is scarce for much of the year.,"Fri, 17 Jun 2022 00:00:00 -0400"
Peculiar Cloud Over the Caspian,https://earthobservatory.nasa.gov/images/149934/peculiar-cloud-over-the-caspian,A strange cloud exhibiting a cartoonish shape has a simple meteorological explanation.,"Thu, 16 Jun 2022 00:00:00 -0400"
Alaska Ablaze,https://earthobservatory.nasa.gov/images/149973/alaska-ablaze,"Dozens of wildfires, including the largest tundra fire on record for the Yukon, are burning across the state.","Tue, 14 Jun 2022 16:45:19 -0400"
Losing a Layer of Protection,https://earthobservatory.nasa.gov/images/149969/losing-a-layer-of-protection,An early summer heatwave set up a cluster of glaciers in the Central Andes for accelerated melting.,"Tue, 14 Jun 2022 00:00:00 -0400"
Spotting the Rise of Swine Lagoons,https://earthobservatory.nasa.gov/images/149961/spotting-the-rise-of-swine-lagoons,Researchers used satellite images to chronicle the historical expansion of eastern North Carolina’s swine farming industry.,"Mon, 13 Jun 2022 00:00:00 -0400"
Half Mountain,https://earthobservatory.nasa.gov/images/149958/half-mountain,"The desert mountain in Iran is a geologic menagerie of fault lines, exposed volcanic rocks, and alluvial fans.","Sun, 12 Jun 2022 00:00:00 -0400"
Fire and Ice in Kamchatka,https://earthobservatory.nasa.gov/images/149966/fire-and-ice-in-kamchatka,"Bezymianny, a stratovolcano in Russia's Far East, ejected a towering plume that streaked the snow with dark ash.","Fri, 10 Jun 2022 15:27:32 -0400"
Marree Man,https://earthobservatory.nasa.gov/images/146061/marree-man,"It is unclear who created the giant geoglyph or why, but the large earthen figure has drawn attention to a remote part of South Australia for two decades.","Sun, 29 Dec 2019 00:00:00 -0500"
